NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Conservatoire de Musique et de Danse,92,Saint-Cloud,92064,92210,3,Oui,Saint-Cloud Transilien,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,30,t,,,BD,,REPUBLIQUE,923002455,13,132,13217,"641942,0911","6860761,867"
Conservatoire de Musique et de Dessin (maison des Gardes),94,Arcueil,94003,94110,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,24, ,,,RUE,,EMILE RASPAIL,943000254,13,132,13217,"650957,3244","6855896,683"
"Conservatoire de Musique, Danse et Art Dramatique Henri Dutilleux",94,Maisons-Alfort,94046,94700,3,Oui,Creteil-l'Echat,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,85, ,,,RUE,,VICTOR HUGO,943001749,13,132,13217,"659055,3212","6855670,839"
Conservatoire Intercommunal de Musique ,94,Alfortville,94002,94140,3,Oui,Le Vert de Maisons,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,2, ,,,ALL,,HUIT MAI 1945,943000018,13,132,13217,"657929,7228","6854791,887"
Conservatoire International de Musique de Paris,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,8, , , ,RUE,DE LA,TERRASSE,753001210,13,132,13211,"649616,0798","6864837,469"
Conservatoire Municipal (maison de la Musique),92,Nanterre,92050,92000,3,Oui,Nanterre La Boule,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,8, ,,,RUE,,ANCIENNES MAIRIES,923005990,13,132,13217,"641194,9958","6866031,213"
Conservatoire Municipal Claude Debussy Site Jonquiﾊre,75,Paris 17e Arrondissement,75117,75017,3,Oui,Porte de Clichy,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,88, ,,,RUE,,LA JONQUIERE,752004300,13,132,13217,"650075,5561","6866297,444"
Conservatoire Municipal de Musique et de Danse,92,Sﾊvres,92072,92310,3,Oui,Pont de Sﾊvres,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,8, ,,,AV,,CRISTALLERIE,923002738,13,132,13217,"642897,5286","6858788,222"
Conservatoire Municipal de Musique et de Danse,94,Chevilly-Larue,94021,94550,3,Oui,Chevilly Trois Communes,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,102, ,,,AV,,GENERAL DE GAULLE,943000859,13,132,13217,"652254,5709","6852490,309"
Conservatoire Municipal de Musique et de Danse,94,Le Perreux-sur-Marne,94058,94170,3,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,62,b,,,AV,,GEORGES CLEMENCEAU,943001560,13,132,13217,"663642,0442","6860252,508"
"Conservatoire Municipal de Musique, d'art Dramatique et de Danse",93,Saint-Ouen,93070,93400,3,Oui,Mairie de Saint-Ouen,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,12, ,,,RUE,,DHALENNE,933005306,13,132,13217,"650934,3057","6868704,897"
Cosmos,77,Chelles,77108,77500,3,Oui,Chelles,GPE - L16,,,,,,,Oui,AE 2013,2,,,,,,,,,,,,,,,,,,,,22,,,,AV,DE LA,RESISTANCE,770000063,13,136,13611,"669667,3308","6864280,867"
CRD de  Cachan,94,Cachan,94016,94230,2,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,19, ,,,AV,,COUSIN DE MERICOURT,943000691,13,132,13217,"650978,7605","6855671,439"
CRD de Musique Danse et d'art Dramatique Jean Wiener,93,Bobigny,93008,93000,2,Oui,Bobigny-Pablo Picasso,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,2, ,,,PL,,LIBERATION,933000460,13,132,13217,"658885,2926","6867543,351"
CRD Edgar Varﾊse ,92,Gennevilliers,92036,92230,2,Oui,Les Agnettes,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,13, ,,,RUE,,LOUIS CALMEL,923001310,13,132,13217,"648198,0689","6869838,703"
CRD Marcel-Dadi,94,Crﾂteil,94028,94000,2,Oui,Creteil-l'Echat,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,2, ,,,RUE,,MAURICE DEMENITROUX,943001133,13,132,13217,"659855,3864","6854572,129"
CREA - Espace Jean Macﾂ,94,Alfortville,94002,94140,3,Oui,Le Vert de Maisons,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,, ,,,ALL,,HUIT MAI 1945,943000020,13,134,13414,"657929,7228","6854791,887"
CRR Aubervilliers La Courneuve,93,Aubervilliers,93001,93300,1,Oui,Mairie d'Aubervilliers,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,5,,,,RUE,,EDOUARD POISSON,933009100,13,132,13217,"654760,766","6868039,286"
CRR Aubervilliers-la Courneuve,93,La Courneuve,93027,93120,1,Oui,La Courneuve - Six routes,GPE - L16 / L17,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,41, ,,,AV,,GABRIEL PERI,933001459,13,132,13217,"655232,7248","6869860,362"
CSC Maison Coustﾂ,94,Cachan,94016,94230,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,19,,,,RUE,,COUSTE,943006827,13,134,13414,"651340,4","6855220,7"
Dancenter - Danse,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,6, , , ,IMP,DE,LEVIS,753000952,13,132,13211,"649805,6522","6864942,47"
Ecla,92,Saint-Cloud,92064,92210,3,Oui,Saint-Cloud Transilien,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,3,b,,,RUE,D',ORLEANS,923006015,13,133,13313,"642668,2","6860274,1"
Ecole de Danse Clothilde Kieffert - Danse,75,Paris 13e Arrondissement,75113,75013,3,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,9, , , ,RUE,DU,DOCTEUR LERAY,753000623,13,132,13211,"652639,1317","6858306,913"
Ecole de Danse de l'Opﾂra National de Paris,92,Nanterre,92050,92000,2,Oui,Nanterre La Folie,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,11,Oui,10,,,,20,,,,ALL,DE LA,DANSE,923006079,13,132,13217,"642887,5","6866320,6"
Ecole de Dessin (maison des Gardes),94,Arcueil,94003,94110,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,24, ,,,RUE,,EMILE RASPAIL,943004058,13,134,13413,"650957,3244","6855896,683"
Ecole de musique,77,Chelles,77108,77500,3,Oui,Chelles,GPE - L16,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,1,,,,RUE,,HENRI POINCARRE,770000066,13,132,13211,"669357,3772","6863490,892"
Ecole de Musique de Paris Vincent Patrice,75,Paris 13e Arrondissement,75113,75013,3,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,175, , , ,RUE,DE,TOLBIAC,753000740,13,132,13211,"652514,2468","6858617,516"
Ecole INFA,94,Nogent-sur-Marne,94052,94130,,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,5,,,,RUE,,ANQUETIL,943006836,10,103,10314,"662399,3","6860371,7"
Ecole Jean Perimony,75,Paris 17e Arrondissement,75117,75017,,Oui,Porte de Clichy,GPE - L14,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,39, ,,,RUE,,LANTIEZ,750000048,10,103,10315,"650456,1168","6866394,425"
Ecole Muncipale des Beaux-Arts,93,Saint-Ouen,93070,93400,3,Oui,Mairie de Saint-Ouen,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,12, ,,,RUE,,DHALENNE,933005307,13,134,13413,"650865,9213","6868709,421"
Ecole Municipale de Danse,92,Gennevilliers,92036,92230,3,Oui,Les Agnettes,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,16, ,,,RUE,,JULIEN MOCQUART,923004878,13,132,13211,"648083,5714","6869537,815"
Ecole Nationale des Arts du Cirque,93,Rosny-sous-Bois,93064,93110,1,Oui,Villemonble,GPE - L11,,,,,,,,,,,,,,,,,,,,,,Oui,11,Oui,12,,,,22, ,,,RUE,,JULES GUESDE,933005171,13,132,13213,"663065,0539","6863981,199"
Ecole Nationale Supﾂrieure Louis Lumiﾊre,93,Saint-Denis,93066,93210,,Oui,Saint-Denis Pleyel,GPE - L14,,,,,,,,,,,,,,,,,,,,,,Oui,21,,,,,,20,,,,RUE,,AMPERE,753003348,10,103,10312,"651556,6455","6869334,086"
Ecole Normale de Musique de Paris,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,114,b, , ,BD, ,MALESHERBES,753000770,13,132,13211,"649326,187","6865107,561"
Ecole pour l'Informatique et Les Techniques Avancﾂes (EPITA),94,Le Kremlin-Bicﾈtre,94043,94270,,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,,,,,Oui,50,,,,,,14, ,,,RUE,,VOLTAIRE,943004708,10,103,10312,"653210,4015","6857478,673"
Ecole Supﾂrieure des Arts Modernes,75,Paris 17e Arrondissement,75117,75017,,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,17, , ,,RUE,,JACQUEMONT,751007660,10,103,10315,"650317,4339","6865508,297"
Ecoles Municipales Artistiques,94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,71,,,,RUE,,CAMILLE GROULT,943006683,13,132,13217,"655742,7708","6854333,421"
Ecoles Municipales Artistiques,94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,71,,,,RUE,,CAMILLE GROULT,943006668,13,132,13217,"655742,7708","6854333,421"
EDIM,94,Cachan,94016,94230,1,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,14,Oui,11,,,,17,,,,RUE,,COUSTE,943006801,13,132,13211,"651348,1",6855227
EPITECH,94,Le Kremlin-Bicﾈtre,94043,94270,,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,,,,,Oui,50,,,,,,24,,,,RUE,,PASTEUR,943006847,10,103,10315,"653252,4801","6857425,472"
Espace 1789 - Salles Messidor et Florﾂal,93,Saint-Ouen,93070,93400,2,Oui,Mairie de Saint-Ouen,GPE - L14,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,2, ,,,RUE,,ALEXANDRE BACHELET,933009076,13,133,13313,"651157,2848","6867768,206"
Espace 1789 - Salles Messidor et Florﾂal,93,Saint-Ouen,93070,93400,3,Oui,Mairie de Saint-Ouen,GPE - L14,,,,,,,Oui,AE 2013,2,,,,,,,,,,,,,,,,,,,,2, ,,,RUE,,ALEXANDRE BACHELET,933009084,13,136,13611,"651157,2848","6867768,206"
Espace 67,92,Bois-Colombes,92009,92270,3,Oui,Bois-Colombes,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,67, ,,,RUE,,PAUL DEROULEDE,923000495,13,134,13414,"646177,6577","6868444,733"
Espace Antoine de Saint-Exupﾂry,91,Wissous,91689,91320,3,Oui,Antonypﾓle,GPE - L18,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,1,,,,PL,,RENE LAMETTI,910000023,13,133,13313,"649892,2041","6848777,857"
Espace Antoine de Saint-Exupﾂry,91,Wissous,91689,91320,3,Oui,Antonypﾓle,GPE - L18,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,1,,,,PL,,RENE LAMETTI,910000022,13,134,13414,"649892,2041","6848777,857"
Espace Culturel les Bords de Seine,94,Alfortville,94002,94140,3,Oui,Le Vert de Maisons,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,1, ,,,PL,,OCHAGAN,943000024,13,134,13414,"657645,2869","6854275,065"
Espace Jean Vilar,94,Arcueil,94003,94110,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,1, ,,,RUE,,PAUL SIGNAC,943006728,13,133,13313,"650847,8529","6855895,783"
Espace Lino Ventura,91,Saclay,91534,91400,3,Oui,CEA Saint-Aubin,GPE - L18,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,52,,,,RUE,DE,SACLAY,910000110,13,133,13313,"638802,0651","6848089,412"
Espace Maurice Miles,93,Bobigny,93008,93000,3,Oui,Bobigny - Drancy,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,11, ,,,RUE,DU,HUIT MAI 1945,933005919,13,134,13414,"658572,837","6867903,411"
Espace Renaudie,93,Aubervilliers,93001,93300,3,Oui,Fort d'Aubervilliers,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,30, ,,,RUE,,LOPEZ ET JULES MARTIN,933009052,13,133,13313,"656005,1932","6868492,848"
Espace Schiffers,92,Bois-Colombes,92009,92270,3,Oui,Bois-Colombes,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,79,,,,RUE,,CHARLES CHEFSON,923005944,13,134,13414,"646604,7","6869120,9"
Exploradﾓme,94,Vitry-sur-Seine,94081,94400,2,Oui,Vitry Centre,GPE - L15,,,,,,,,,,Oui,MF,sciences,Oui,sciences,,,,,,,,,,,,Oui,62210,,18,,,,AV,,HENRI BARBUSSE,943006679,13,133,13311,"655408,2267","6854931,28"
Fonds Municipal d'Art Contemporain,94,Gentilly,94037,94250,3,Oui,Kremlin-Bicﾈtre Hﾓpital,GPE - L14,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,60,,,,AV,,RASPAIL,943006802,13,133,13321,"651993,5","6857095,4"
Galerie Gagosian,93,Le Bourget,93013,93350,1,Oui,Le Bourget Aﾂroport,GPE - L17,,,,,,,,,,,,,Oui,galerie,,,,,,,,,,,,,,,800,,,,AV,DE L',EUROPE,933009134,13,133,13321,"659043,7357","6872664,917"
Institut de l'Internet et du multimﾂdia - IIM,92,Nanterre,92026,92400,,Oui,Nanterre La Folie,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,2,,,,AV,,LEONARD DE VINCI,923006075,10,103,10314,"643914,0779","6866501,601"
Institut de l'Internet et du multimﾂdia - IIM,92,Nanterre,92026,92400,,Oui,La Dﾂfense,GPE - L15,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,2,,,,AV,,LEONARD DE VINCI,923006075,10,103,10314,"643914,0779","6866501,601"
La citﾂ du cinﾂma,93,Saint-Denis,93066,93200,1,Oui,Saint-Denis Pleyel,GPE - L14,,,,,,,,,,,,cinﾂma,Oui,cinﾂma,,,,,,,,,,,,Oui,501000,,20,,,,RUE,,AMPERE,933009112,13,133,13321,"651533,7173","6869284,366"
La Forge,92,Nanterre,92050,92000,3,Oui,Nanterre La Boule,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,19, ,,,RUE,,ANCIENNES MAIRIES,923002011,13,133,13312,"641189,2791","6866102,035"
La Galerie Municipale Jean Collet,94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,59, ,,,RUE,,GUY MOQUET,943003139,13,133,13321,"655651,3496","6854817,542"
La maison de la musique,92,Nanterre,92050,92000,2,Oui,Nanterre La Boule,GPE - L15,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,8, ,,,RUE,,ANCIENNES MAIRIES,923005972,13,133,13313,"641194,9958","6866031,213"
La Petite Acadﾂmie,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,2, , , ,SQ, ,CLAUDE DEBUSSY,753000090,13,134,13413,"649690,1366","6865135,725"
La Plﾂiade,94,Cachan,94016,94230,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,Oui,AE 2013,3,,,,,,,,,,,,,,,,,,,,12, ,,,AV,,COUSIN DE MERICOURT,943000693,13,136,13611,"651183,6079","6855298,865"
La Scene Watteau Thﾂﾃtre de Nogent-sur-Marne Scﾊne Conventionnﾂe Thﾂﾃtre,94,Nogent-sur-Marne,94052,94130,2,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,1,,,,,,,,,1, ,,,PL, ,THEATRE,943006736,13,133,13312,"662805,943","6860026,641"
La Terrasse,92,Nanterre,92050,92000,2,Oui,Nanterre La Folie,GPE - L15,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,57, ,,,BD,DE,PESARO,923005037,13,133,13321,"642796,8989","6866670,929"
L'Atelier des Epinettes,75,Paris 17e Arrondissement,75117,75017,3,Oui,Porte de Clichy,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,32, , , ,RUE, ,LANTIEZ,753000102,13,134,13413,"650441,392","6866339,612"
Latin Dance Fuzion - Danse,75,Paris 17e Arrondissement,75117,75017,3,Oui,Porte de Clichy,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,28, , , ,RUE, ,POUCHET,753000958,13,132,13211,"650121,0432","6866098,807"
Latin Dance Fuzion - Danse,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,28, , , ,RUE, ,POUCHET,753000958,13,132,13211,"650121,0432","6866098,807"
Le Central,92,Puteaux,92062,92800,3,Oui,La Dﾂfense,GPE - L15,,,,,,,Oui,gﾂnﾂraliste,2,,,,,,,,,,,,,,,,,,,,136,,,,RUE,DE LA,REPUBLIQUE,923005939,13,136,13611,"644021,4298","6865189,354"
Le Centre Culturel de Vitry,94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,36, ,,,RUE,,AUDIGEOIS,943003138,13,134,13414,"655115,6869","6854813,767"
Le Cube - Centre de Crﾂation Numﾂrique,92,Issy-les-Moulineaux,92040,92130,1,Oui,Issy RER,GPE - L15,,,,,,,,,,Oui,,numﾂrique,Oui,numﾂrique,,,,,,,,,,,,,,,20, ,,,CRS,,SAINT VINCENT,923005953,13,133,13321,"645213,7615","6858009,227"
Le Forum,93,Le Blanc-Mesnil,93007,93150,0,Oui,Le Blanc-Mesnil,GPE - L16,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,1, ,,,PL,,LIBERATION,933009048,13,133,13313,"660837,062","6871690,808"
Le Forum,93,Le Blanc-Mesnil,93007,93150,3,Oui,Le Blanc-Mesnil,GPE - L16,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,1, ,,,PL,,LIBERATION,933009047,13,134,13414,"660837,062","6871690,808"
Le Gﾂnﾂrateur,94,Gentilly,94037,94250,2,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,Oui,autre,,1,,,,,,,,16,,,,RUE,,CHARLES FREROT,943006684,13,133,13313,652428,"6857521,3"
Le Gﾂnﾂrateur,94,Gentilly,94037,94250,2,Oui,Kremlin-Bicﾈtre Hﾓpital,GPE - L14,,,,,,,,,,,,,,,,,,Oui,autre,,1,,,,,,,,16,,,,RUE,,CHARLES FREROT,943006684,13,133,13313,652428,"6857521,3"
Le Gﾂnﾂrateur,94,Gentilly,94037,94250,2,Oui,Maison Blanche - Paris XIIIe,GPE - L14,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,16,,,,RUE,,CHARLES FREROT,943006703,13,133,13313,652428,"6857521,3"
Le Gﾂnﾂrateur,94,Gentilly,94037,94250,2,Oui,Kremlin-Bicﾈtre Hﾓpital,GPE - L14,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,16,,,,RUE,,CHARLES FREROT,943006703,13,133,13313,652428,"6857521,3"
Le Kinnor,75,Paris 17e Arrondissement,75117,75017,3,Oui,Porte de Clichy,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,48,,,,RUE,,DAVY,753003410,13,132,13211,"650397,2777","6865948,426"
Le Royal Palace,94,Nogent-sur-Marne,94052,94130,3,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,Oui,AE 2013,6,,,,,,,,,,,,,,,,,,,,165, ,,,GR,,CHARLES DE GAULLE,943002141,13,136,13611,"662498,8779","6859925,517"
Le Studio,93,Aubervilliers,93001,93300,3,Oui,Mairie d'Aubervilliers,GPE - L15,,,,,,,Oui,AE 2013,1,,,,,,,,,,,,,,,,,,,,2, ,,,RUE,,EDOUARD POISSON,933000339,13,136,13611,"654850,3669","6868033,108"
Le SUB (Scﾊne Musiques Actuelles),94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,2,,,,PL,,SAINT JUST,943006715,13,133,13313,"655141,4466","6854596,217"
Le temps des cerises,92,Issy-les-Moulineaux,92040,92130,3,Oui,Issy RER,GPE - L15,Oui,1,Oui,,M,,,,,,,,,,,,,,,,,,,,,,,,90,,,,PROM,DU,VERGER,923006121,13,131,13116,"646187,8221","6857593,362"
Le temps des cerises,92,Issy-les-Moulineaux,92040,92130,3,Oui,Fort d'Issy/Vanves/Clamart,GPE - L15,Oui,1,Oui,,M,,,,,,,,,,,,,,,,,,,,,,,,90,,,,PROM,DU,VERGER,923006121,13,131,13116,"646187,8221","6857593,362"
Le Th��tre de Ville-�vrard,93,Neuilly-sur-Marne,93050,93330,3,Oui,Neuilly - H�pitaux,GPE - L11,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,202, , , ,AV, ,JEAN JAUR�S,933006846,13,133,13312,"666589,8124","6862512,724"
L'Embarcadﾊre,93,Aubervilliers,93001,93300,2,Oui,Mairie d'Aubervilliers,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,3,,,,RUE,,FIRMIN GEMIER,933009096,13,133,13313,"654760,766","6868039,286"
Les Anciennes Cuisines,93,Neuilly-sur-Marne,93050,93330,3,Oui,Neuilly - Hﾓpitaux,GPE - L11,,,,,,,,,,,,,,,,,,Oui,autre,,1,,,,,,,,202,,,,AV,,JEAN JAURES,933009117,13,133,13313,"666770,7191","6862300,976"
Les Arcades,92,Issy-les-Moulineaux,92040,92130,3,Oui,Issy RER,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,52, ,,,BD,,GALLIENI,923003925,13,134,13413,"646252,2537","6858647,912"
Les Arches Arche 15,92,Issy-les-Moulineaux,92040,92130,3,Oui,Issy RER,GPE - L15,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,,,,,BD,,GARIBALDI,923006019,13,133,13321,"645819,504","6858540,137"
"Les Eglises, centre d'art contemporain",77,Chelles,77108,77500,2,Oui,Chelles,GPE - L16,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,1,,,,RUE,,LOUIS ETERLET,770000064,13,133,13321,"669844,7652","6864368,097"
Les Enfants au Piano,75,Paris 17e Arrondissement,75117,75017,3,Oui,Pont Cardinet,GPE - L14,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,118, , , ,RUE, ,CARDINET,753000246,13,132,13211,"649587,8212","6865345,963"
Les Lumieres,92,Nanterre,92050,92000,3,Oui,Nanterre La Boule,GPE - L15,,,,,,,Oui,AE 2013,4,,,,,,,,,,,,,,,,,,,,49, ,,,RUE,,MAURICE-THOREZ,923002014,13,136,13611,"641031,1836","6866158,761"
Les Trois Robespierre,94,Vitry-sur-Seine,94081,94400,3,Oui,Vitry Centre,GPE - L15,,,,,,,Oui,AE 2013,3,,,,,,,,,,,,,,,,,,,,19, ,,,RUE,,MAXIMILIEN ROBESPIERRE,943003137,13,136,13611,"655046,9086","6854719,44"
l'etoile,93,La Courneuve,93027,93120,3,Oui,La Courneuve - Six routes,GPE - L16 / L17,,,,,,,Oui,AE 2013,1,,,,,,,,,,,,,,,,,,,,1, ,,,ALL,,PROGRES,933001462,13,136,13611,"655437,3823","6869882,185"
L'Orangerie Parc Raspail,94,Cachan,94016,94230,3,Oui,Arcueil-Cachan,GPE - L15,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,, ,,,RUE, ,GALLIENI,943006723,13,133,13313,"651027,4464","6855208,408"
MAC/VAL Musﾂe d'art Contemporain du Val-de-Marne,94,Vitry-sur-Seine,94081,94400,1,Oui,Vitry Centre,GPE - L15,,,,,,,,,,Oui,MF,,,,1,,,,,,,,,,,Oui,67238,,, ,,,AV,,LIBERATION,943003132,13,133,13311,"654967,2043","6854901,671"
Magic Cinﾂma,93,Bobigny,93008,93000,3,Oui,Bobigny-Pablo Picasso,GPE - L15,,,,,,,Oui,AE 2013,2,,,,,,,,,,,,,,,,,,,,, ,,,RUE,,CHEMIN VERT,933000461,13,136,13611,"659574,3638","6867357,861"
Maison d'art Bernard Anthonioz,94,Nogent-sur-Marne,94052,94130,3,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,16, ,,,RUE,,CHARLES VII,943006761,13,133,13321,"662293,955","6859730,722"
Maison d'art Bernard Anthonioz,94,Nogent-sur-Marne,94052,94130,3,Oui,Le Perreux - Nogent,GPE - L15,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,16, ,,,RUE,,CHARLES VII,943006784,13,134,13414,"662293,955","6859730,722"
Maison d'Arts Plastiques Rosa Bonheur,94,Chevilly-Larue,94021,94550,3,Oui,Chevilly Trois Communes,GPE - L14,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,34, ,,,RUE,,HENRI CRETTE,943006799,13,133,13321,"652586,0025","6852665,771"
